DATE,fl_bp,fl_lf,fl_nonfarm,us_epr
5/1/04,22240,8399106,7496.2,62.3
6/1/04,22621,8458578,7428.6,62.7
7/1/04,22554,8529973,7390,63
8/1/04,20028,8499503,7477.1,62.7
9/1/04,17595,8507718,7455,62.4
10/1/04,22739,8540067,7538.9,62.6
11/1/04,17477,8559151,7640.8,62.6
12/1/04,18974,8553144,7720.4,62.4
1/1/05,20519,8504159,7605.1,61.7
2/1/05,20176,8538416,7688.7,61.8
3/1/05,25177,8577972,7735.3,62
4/1/05,25394,8632558,7778.3,62.5
5/1/05,22529,8707721,7796.2,62.7
6/1/05,26561,8741295,7702,63.1
7/1/05,23529,8816766,7681.5,63.4
8/1/05,26831,8820945,7798,63.2
9/1/05,26167,8833638,7843.5,62.9
10/1/05,20480,8843571,7850.2,63.2
11/1/05,19308,8824572,7924.6,62.9
12/1/05,20176,8810015,7997.8,62.8
1/1/06,21067,8774375,7865.2,62.2
2/1/06,22281,8817866,7940.6,62.3
3/1/06,25024,8874159,8021,62.6
4/1/06,19498,8887099,8001.4,62.8
5/1/06,19734,8968901,8019.1,63.1
6/1/06,18305,9030077,7934.1,63.5
7/1/06,16206,9082896,7860.8,63.6
8/1/06,16485,9086078,7977.1,63.4
9/1/06,12359,9100602,7993.4,63.2
10/1/06,12902,9119796,7995.6,63.6
11/1/06,10776,9122141,8079,63.5
12/1/06,9982,9138448,8135.9,63.5
1/1/07,10064,9078520,7994,62.6
2/1/07,10271,9077421,8061.3,62.6
3/1/07,12202,9129235,8125.6,62.9
4/1/07,10469,9087659,8077.4,62.8
5/1/07,10857,9144896,8071.9,63
6/1/07,9910,9198162,7963.6,63.4
7/1/07,8591,9239296,7854.6,63.5
8/1/07,8832,9167032,7953.2,63
9/1/07,6358,9215280,7940.4,63
10/1/07,6594,9179249,7929.7,63.1
11/1/07,5753,9200453,8002.5,63.2
12/1/07,5825,9168288,8035.5,62.8
1/1/08,7314,9147940,7853.2,62.2
2/1/08,5870,9115842,7909.9,62.1
3/1/08,5328,9163443,7931.3,62.3
4/1/08,6294,9170544,7847.6,62.6
5/1/08,5454,9224844,7816.4,62.5
6/1/08,6562,9251174,7675.1,62.8
7/1/08,4887,9312115,7564.9,62.8
8/1/08,5825,9273966,7638.9,62.3
9/1/08,5245,9280107,7610.7,62
10/1/08,3634,9271872,7582.2,62
11/1/08,3052,9210743,7589.6,61.6
12/1/08,3178,9163693,7588.7,61
1/1/09,2849,9093478,7379.7,59.8
2/1/09,3478,9095863,7380.2,59.6
3/1/09,3260,9087718,7375,59.5
4/1/09,2281,9100085,7326.9,59.8
5/1/09,2405,9134284,7287.4,59.6
6/1/09,3597,9146433,7154.9,59.8
7/1/09,3026,9183979,7065.7,59.8
8/1/09,2802,9127618,7132.6,59.3
9/1/09,3040,9095377,7127.8,58.9
10/1/09,2881,9053870,7152.8,58.8
11/1/09,3002,9041671,7206.8,58.8
12/1/09,3495,8977512,7226.2,58.2
1/1/10,3818,9020311,7096.4,57.8
2/1/10,3324,9054241,7148.2,57.9
3/1/10,4358,9114245,7195.5,58.2
4/1/10,3743,9208161,7215.2,58.7
5/1/10,2964,9226168,7239.1,58.7
6/1/10,3289,9221234,7117.5,58.9
7/1/10,2894,9290269,7060.4,58.9
8/1/10,3196,9316229,7145.2,58.8
9/1/10,2772,9328747,7135.9,58.6
10/1/10,2630,9267201,7199.5,58.6
11/1/10,2710,9261907,7260.2,58.4
12/1/10,3038,9236076,7289.2,58.3
1/1/11,3039,9209683,7175.7,57.6
2/1/11,2903,9209965,7227.1,57.8
3/1/11,4229,9261129,7274,58.1
4/1/11,3214,9260364,7311.1,58.4
5/1/11,3334,9329251,7280.9,58.5
6/1/11,3872,9302716,7166.9,58.5
7/1/11,4149,9336098,7129.1,58.6
8/1/11,4173,9337996,7214.6,58.5
9/1/11,3541,9390032,7242.2,58.5
10/1/11,3418,9348735,7283.8,58.7
11/1/11,3844,9315528,7359.7,58.7
12/1/11,3961,9305007,7392.9,58.5
1/1/12,4676,9238253,7285.4,57.8
2/1/12,3625,9275856,7348.2,58
3/1/12,5424,9313451,7408.3,58.3
4/1/12,4544,9310788,7427.4,58.5
5/1/12,5276,9426566,7417.5,58.7
6/1/12,5267,9436133,7323.2,58.9
7/1/12,5154,9441462,7268.9,58.8
8/1/12,6135,9390314,7366.7,58.5
9/1/12,8063,9481718,7383.1,58.8
10/1/12,5327,9482296,7455.5,59
11/1/12,5499,9401862,7544.2,58.8
12/1/12,4854,9397211,7569.1,58.5
1/1/13,6357,9385611,7446.3,57.9
2/1/13,6887,9363058,7523.4,58.1
3/1/13,7789,9369613,7577.1,58.2
4/1/13,9457,9412951,7587.2,58.6
5/1/13,9533,9512267,7589.1,58.9
6/1/13,6403,9519503,7497.9,59
7/1/13,7248,9538155,7461.9,59
8/1/13,6645,9501273,7569.7,58.8
9/1/13,6369,9539522,7582.8,58.8
10/1/13,7668,9434608,7650.9,58.5
11/1/13,6879,9446075,7754.9,58.7
12/1/13,5660,9422332,7785.1,58.5
1/1/14,7585,9452337,7665.3,58.1
2/1/14,7796,9494198,7738.4,58.3
3/1/14,6019,9559418,7794.6,58.7
4/1/14,7217,9528258,7824,58.9
5/1/14,6807,9612608,7830.8,59.1
6/1/14,7673,9601079,7731.6,59.4
7/1/14,7801,9630354,7702.4,59.4
8/1/14,6793,9585431,7814.6,59.1
9/1/14,6110,9623691,7833.3,59.1
10/1/14,8259,9632595,7921.5,59.5
11/1/14,5348,9572193,8017.5,59.3
12/1/14,7543,9515375,8060.7,59.1
1/1/15,7781,9528954,7943.1,58.7
2/1/15,9072,9519597,8016.5,58.9
3/1/15,8441,9524858,8068,59
4/1/15,8214,9559741,8094.7,59.4
5/1/15,8738,9660640,8100.9,59.6
6/1/15,9992,9621723,8008.2,59.7
7/1/15,8339,9635415,7987.1,59.7
8/1/15,7320,9605119,8092.5,59.4
9/1/15,10390,9618737,8109.3,59.3
10/1/15,9062,9632032,8224.5,59.5
11/1/15,8127,9608411,8321.4,59.5
12/1/15,10545,9617369,8362.8,59.4
1/1/16,7938,9640735,8238.8,59
2/1/16,9453,9698138,8315.1,59.4
3/1/16,9292,9740683,8361,59.6
4/1/16,9428,9725602,8397.5,59.7
5/1/16,8600,9788251,8386.6,59.9
6/1/16,9728,9805221,8274,60
7/1/16,8950,9852506,8275.1,60.1
8/1/16,10623,9837704,8371.4,59.8
9/1/16,9987,9916645,8408.6,59.8
10/1/16,10156,9914170,8467.9,59.9
11/1/16,8240,9881226,8567.4,59.9
12/1/16,9858,9870243,8596,59.6
1/1/17,10023,9928031,8488,59.2
2/1/17,8368,9985002,8550.5,59.6
3/1/17,9590,10036730,8590.9,60
4/1/17,10962,10054235,8593.5,60.2
5/1/17,10608,10092581,8594.4,60.2
6/1/17,12365,10103882,8492.9,60.4
7/1/17,9896,10131822,8455.5,60.5
8/1/17,10803,10073222,8549.9,60.1
9/1/17,7966,10163659,8390.6,60.5
10/1/17,10721,10091582,8637.1,60.3
11/1/17,7665,10066031,8746.1,60.2
12/1/17,8748,10034395,8775.1,60
1/1/18,11346,10045889,8656,59.5
2/1/18,10235,10143880,8736.1,60.1
3/1/18,11321,10143681,8777.2,60.2
4/1/18,13793,10133508,8780.3,60.4
5/1/18,11192,10195177,8773.6,60.6
6/1/18,12957,10204610,8676.4,60.7
7/1/18,12952,10231445,8646.2,60.9
8/1/18,12439,10117304,8769.1,60.3
9/1/18,10481,10214336,8780,60.5
10/1/18,12123,10239990,8860.3,60.7
11/1/18,12159,10212750,8964.5,60.7
12/1/18,11548,10199874,8975.3,60.4
1/1/19,11190,10224613,8863.2,60
2/1/19,11099,10273434,8941.1,60.4
3/1/19,11661,10264830,8965.4,60.5
4/1/19,14518,10229389,8964.2,60.6
5/1/19,12393,10297648,8950.3,60.7
6/1/19,10983,10318834,8838.6,60.9
7/1/19,13109,10372151,8821.7,61.1
8/1/19,15187,10353589,8937,60.8
9/1/19,15067,10438897,8923.1,61
10/1/19,15381,10458221,9010,61.2
11/1/19,10374,10411499,9088.4,61.1
12/1/19,12079,10397884,9128.3,60.9
1/1/20,14395,10423822,9050.4,60.5
2/1/20,12111,10481896,9106,60.9
3/1/20,13674,10320947,9024.5,59.7
4/1/20,12223,9442006,7933,51.3
5/1/20,11776,9651892,8123.5,52.9
6/1/20,12709,9769147,8301.2,54.9
7/1/20,13053,10053887,8348.4,55.5
8/1/20,15378,10133146,8438.3,56.5
9/1/20,14408,10166280,8490.8,56.7
10/1/20,15768,10137710,8594.1,57.7
11/1/20,11634,10092127,8667,57.5
12/1/20,14402,10093945,8710.1,57.3
